objectid,unique_code,name,pollutant_metric,maximum_value,unit,compliance_status,compliance_metric,globalid,shape_Length,shape_Area
32,UK0032,East Midlands,PM10 annual mean Limit Value 2023,21,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{9EB555A6-AEF3-49C8-BC65-D57464FA4E4E},1684612.99306767,15370211448.3816
33,UK0033,North West & Merseyside,PM10 annual mean Limit Value 2023,18,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{81BD714B-82EC-4383-A94A-B05B85B1DE2F},3535298.00795829,13189716555.2295
34,UK0034,Yorkshire & Humberside,PM10 annual mean Limit Value 2023,19,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{A8E9A290-D126-48CF-8301-CC31AFB30BEB},2858093.01858223,14789540030.5633
35,UK0035,West Midlands,PM10 annual mean Limit Value 2023,20,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{FDAD1F6F-6531-42C6-92BB-E45297E98308},2146678.93148484,12233037054.3492
36,UK0036,North East,PM10 annual mean Limit Value 2023,19,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{F3059AE7-B0C6-49A2-A3C0-D9EA47D6D42D},1568402.30125535,8249987661.31387
37,UK0037,Central Scotland,PM10 annual mean Limit Value 2023,16,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{A383CD80-CE9E-4E2E-B350-0AF19BE8D104},1834418.10344638,9620284827.79142
38,UK0038,North East Scotland,PM10 annual mean Limit Value 2023,13,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{EA1E66C9-40AC-4724-9E12-33F874A2C275},1095339.37047783,18779326879.5982
39,UK0039,Highland,PM10 annual mean Limit Value 2023,10,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{4D7DA080-64D6-4C7E-AD8C-328DDBB34BB2},9990044.0398994,38234358456.5575
40,UK0040,Scottish Borders,PM10 annual mean Limit Value 2023,11,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{2CAA3406-0231-4831-8421-49C1A4B6F02B},1099238.46967631,11181066200.7782
41,UK0041,South Wales,PM10 annual mean Limit Value 2023,19,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{174B7D3D-C35A-4DFC-B20D-977B65A9876C},1954724.79603707,12206279572.1381
42,UK0042,North Wales,PM10 annual mean Limit Value 2023,17,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{D0AC1FA2-5907-47EC-8801-8A26D991EDDF},1126135.47314491,8308163746.65288
43,UK0043,Northern Ireland,PM10 annual mean Limit Value 2023,14,μg m⁻³,Compliant,Limit Value: 40 μg m⁻³,{1BE33B7A-575B-451D-8047-C77DABE97BDF},1428539.01069978,13931049267.7032
